lower_bound,upper_bound,correction
27.5105,	27.5359,	481.0589
27.536,	27.7132,	296.9233
27.7133,	27.7252,	283.4289
27.7253,	27.7252,	283.4289
27.7253,	27.7659,	591.4969
27.766,	27.8045,	245.2682
27.8046,	27.8654,	510.0748
27.8655,	27.9286,	243.7331
27.9287,	27.9316,	333.2014
27.9317,	27.9317,	293.8179
27.9318,	27.9915,	493.0374
27.9916,	28.1268,	222.2814
28.1269,	28.1415,	102.7154
28.1416,	28.1606,	585.3535
28.1607,	28.1718,	971.9930
28.1719,	28.1863,	361.2169
28.1864,	28.1891,	244.1041
28.1892,	28.1926,	181.5761
28.1927,	28.2379,	721.5911
28.238,	28.2741,	342.1009
28.2742,	28.2911,	681.1647
28.2912,	28.2947,	401.8603
28.2948,	28.3008,	1119.0454
28.3009,	28.3026,	384.0539
28.3027,	28.3214,	517.9065
28.3215,	28.3235,	1181.6211
28.3236,	28.3407,	446.9172
28.3408,	28.3859,	241.7195
28.386,	28.4172,	368.0264
28.4173,	28.4222,	716.2638
28.4223,	28.4342,	381.8139
28.4343,	28.4434,	525.8042
28.4435,	28.4778,	134.2032
28.4779,	28.478,	286.2633
28.4781,	28.5156,	653.9731
28.5157,	28.5228,	958.8013
28.5229,	28.5602,	316.6641
28.5603,	28.5868,	214.8303
28.5869,	28.5947,	903.6827
28.5948,	28.6308,	357.5492
28.6309,	28.6361,	294.6064
28.6362,	28.7026,	335.5001
28.7027,	28.7362,	202.7541
28.7363,	28.7745,	741.0239
28.7746,	28.7762,	449.0645
28.7763,	28.7841,	223.0951
28.7842,	28.7916,	448.7704
28.7917,	28.8016,	538.8530
28.8017,	28.824,	840.1883
28.8241,	28.8473,	624.5054
28.8474,	28.8615,	433.5830
28.8616,	28.8869,	433.1134
28.887,	28.8925,	291.1053
28.8926,	28.903,	322.1009
28.9031,	28.9417,	1081.6874
28.9418,	28.9922,	444.9736
28.9923,	29.0282,	406.4045
29.0283,	29.0302,	299.5844
29.0303,	29.0442,	230.5311
29.0443,	29.0454,	289.0454
29.0455,	29.0705,	598.3033
29.0706,	29.1029,	260.7891
29.103,	29.1212,	679.5011
29.1213,	29.1527,	1241.2145
29.1528,	29.1767,	674.5914
29.1768,	29.1787,	139.9007
29.1788,	29.215,	307.3244
29.2151,	29.2303,	115.5299
29.2304,	29.2329,	231.8184
29.233,	29.2368,	895.3225
29.2369,	29.2417,	214.6189
29.2418,	29.2587,	255.4504
29.2588,	29.275,	184.0952
29.2751,	29.2785,	214.2237
29.2786,	29.2838,	214.1664
29.2839,	29.2846,	255.1357
29.2847,	29.2972,	606.5528
29.2973,	29.3289,	960.3877
29.329,	29.3325,	632.9749
29.3326,	29.3373,	707.8439
29.3374,	29.3413,	724.7769
29.3414,	29.345,	285.0736
29.3451,	29.3577,	346.2195
29.3578,	29.376,	366.3674
29.3761,	29.3978,	216.3503
29.3979,	29.4057,	297.8825
29.4058,	29.421,	318.0689
29.4211,	29.4233,	362.2192
29.4234,	29.4311,	266.9591
29.4312,	29.4398,	246.4701
29.4399,	29.4469,	259.9703
29.447,	29.449,	236.1741
29.4491,	29.4694,	955.3307
29.4695,	29.4705,	263.0748
29.4706,	29.4746,	666.7622
29.4747,	29.4749,	425.8711
29.475,	29.4803,	649.6538
29.4804,	29.5012,	1191.4716
29.5013,	29.5065,	438.8649
29.5066,	29.5141,	987.6158
29.5142,	29.5196,	286.1836
29.5197,	29.5248,	424.9833
29.5249,	29.5343,	292.7634
29.5344,	29.5359,	617.7711
29.536,	29.552,	255.3059
29.5521,	29.557,	363.5116
29.5571,	29.6119,	257.9642
29.612,	29.6242,	254.4401
29.6243,	29.656,	264.1759
29.6561,	29.6658,	338.2154
29.6659,	29.6698,	806.6468
29.6699,	29.678,	247.0586
29.6781,	29.6801,	257.1413
29.6802,	29.6824,	209.9478
29.6825,	29.6832,	550.2005
29.6833,	29.6928,	411.9085
29.6929,	29.6998,	267.1238
29.6999,	29.6998,	408.1960
29.6999,	29.7029,	637.3012
29.703,	29.7067,	657.4057
29.7068,	29.709,	637.1499
29.7091,	29.7211,	202.8155
29.7212,	29.7381,	209.3670
29.7382,	29.7476,	192.4606
29.7477,	29.7516,	269.7284
29.7517,	29.7951,	269.1881
29.7952,	29.7957,	369.8662
29.7958,	29.7996,	255.7092
29.7997,	29.8085,	376.3742
29.8086,	29.8278,	342.5401
29.8279,	29.8369,	379.2724
29.837,	29.8375,	282.0700
29.8376,	29.8425,	221.6891
29.8426,	29.8541,	385.6955
29.8542,	29.8552,	214.8534
29.8553,	29.8576,	228.2244
29.8577,	29.8579,	261.7133
29.858,	29.8602,	238.2431
29.8603,	29.863,	435.7794
29.8631,	29.8772,	552.6708
29.8773,	29.8837,	261.4007
29.8838,	29.8976,	291.3357
29.8977,	29.8998,	241.1392
29.8999,	29.9055,	241.0741
29.9056,	29.9071,	241.0557
29.9072,	29.9136,	608.7081
29.9137,	29.914,	872.7882
29.9141,	29.9338,	344.3137
29.9339,	29.9402,	217.2991
29.9403,	29.9558,	808.0059
29.9559,	29.9573,	988.2170
29.9574,	29.9597,	310.5511
29.9598,	29.96,	417.3563
29.9601,	29.9755,	180.2292
29.9756,	29.9834,	336.9079
29.9835,	29.9887,	243.4624
29.9888,	29.9906,	593.5505
29.9907,	29.9952,	230.0525
29.9953,	30.0048,	323.2663
30.0049,	30.0162,	303.1152
30.0163,	30.0247,	246.3813
30.0248,	30.0272,	276.3248
30.0273,	30.0386,	322.7889
30.0387,	30.0422,	336.0528
30.0423,	30.0462,	226.1640
30.0463,	30.0484,	372.5713
30.0485,	30.0531,	216.1069
30.0532,	30.0534,	182.8298
30.0535,	30.0604,	222.6838
30.0605,	30.0644,	215.9884
30.0645,	30.0745,	308.9837
30.0746,	30.086,	305.5036
30.0861,	30.0915,	322.0463
30.0916,	30.0978,	265.4752
30.0979,	30.1433,	643.1171
30.1434,	30.149,	490.4006
30.1491,	30.1629,	466.9218
30.163,	30.167,	387.2877
30.1671,	30.1691,	228.1500
30.1692,	30.1714,	546.3075
30.1715,	30.1764,	851.0743
30.1765,	30.1826,	237.9428
30.1827,	30.1911,	300.7798
30.1912,	30.1915,	158.3509
30.1916,	30.1923,	512.7386
30.1924,	30.2056,	217.8220
30.2057,	30.2208,	800.0432
30.2209,	30.2292,	197.7253
30.2293,	30.2554,	243.7408
30.2555,	30.2656,	554.2085
30.2657,	30.2857,	253.3022
30.2858,	30.2947,	325.8173
30.2948,	30.3263,	269.3161
30.3264,	30.3348,	216.4681
30.3349,	30.3353,	714.2324
30.3354,	30.3449,	255.9086
30.345,	30.346,	193.8361
30.3461,	30.3665,	1032.8284
30.3666,	30.3712,	232.5516
30.3713,	30.4178,	271.4928
30.4179,	30.4225,	185.9728
30.4226,	30.424,	176.0977
30.4241,	30.4395,	471.6256
30.4396,	30.4464,	438.6514
30.4465,	30.4497,	271.1035
30.4498,	30.452,	1252.9510
30.4521,	30.4628,	533.5597
30.4629,	30.4786,	405.2721
30.4787,	30.48,	270.7349
30.4801,	30.4819,	365.8505
30.482,	30.4854,	624.9362
30.4855,	30.5155,	211.3170
30.5156,	30.5224,	633.8874
30.5225,	30.5293,	155.4922
30.5294,	30.5359,	345.3768
30.536,	30.5496,	191.3295
30.5497,	30.5778,	953.0505
30.5779,	30.5792,	616.1723
30.5793,	30.5979,	246.4291
30.598,	30.6056,	644.9605
30.6057,	30.6073,	203.8492
30.6074,	30.6089,	327.9808
30.609,	30.6305,	915.3269
30.6306,	30.6321,	765.1047
30.6322,	30.6368,	203.5566
30.6369,	30.6379,	321.0465
30.638,	30.6588,	229.4327
30.6589,	30.6615,	258.7562
30.6616,	30.6666,	248.9140
30.6667,	30.6725,	457.5032
30.6726,	30.678,	532.3757
30.6781,	30.6793,	219.4331
30.6794,	30.6977,	365.8325
30.6978,	30.709,	228.8943
30.7091,	30.7369,	287.1572
30.737,	30.7377,	251.3601
30.7378,	30.7378,	215.5725
30.7379,	30.7394,	296.8850
30.7395,	30.7614,	416.8815
30.7615,	30.7635,	364.8368
30.7636,	30.7737,	501.1632
30.7738,	30.7759,	208.6828
30.776,	30.78,	312.6060
30.7801,	30.7828,	322.3135
30.7829,	30.7992,	737.6846
30.7993,	30.8087,	153.1753
30.8088,	30.8268,	120.5876
30.8269,	30.829,	350.8739
30.8291,	30.8322,	276.2302
30.8323,	30.8357,	989.6478
30.8358,	30.8529,	476.9307
30.853,	30.8841,	317.6909
30.8842,	30.9222,	184.5847
30.9223,	30.925,	776.3137
30.9251,	30.9454,	119.7415
30.9455,	30.9525,	213.3829
30.9526,	30.9689,	242.2790
30.969,	30.9758,	251.8872
30.9759,	30.9761,	235.7432
30.9762,	30.9854,	348.5980
30.9855,	31.0043,	225.7618
31.0044,	31.0136,	174.0731
31.0137,	31.0609,	576.0909
31.061,	31.0635,	221.9217
31.0636,	31.0647,	180.0606
31.0648,	31.0698,	208.9813
31.0699,	31.0928,	610.7752
31.0929,	31.0987,	218.3413
31.0988,	31.1038,	250.4396
31.1039,	31.1301,	256.5685
31.1302,	31.1315,	311.1585
31.1316,	31.143,	205.0447
31.1431,	31.1572,	673.4981
31.1573,	31.1598,	217.7168
31.1599,	31.1652,	589.8722
31.1653,	31.1966,	313.5069
31.1967,	31.2123,	213.9787
31.2124,	31.2176,	274.7882
31.2177,	31.2282,	690.9507
31.2283,	31.2315,	220.1897
31.2316,	31.2453,	178.4421
31.2454,	31.2463,	210.1059
31.2464,	31.3321,	209.5863
31.3322,	31.3443,	372.1752
31.3444,	31.3461,	400.8604
31.3462,	31.3592,	212.5078
31.3593,	31.4174,	355.1618
31.4175,	31.4253,	215.0330
31.4254,	31.4264,	205.4755
31.4265,	31.4324,	221.3245
31.4325,	31.4527,	322.8570
31.4528,	31.5056,	338.0170
31.5057,	31.5185,	220.4468
31.5186,	31.533,	277.3819
31.5331,	31.6066,	251.1923
31.6067,	31.6258,	336.3524
31.6259,	31.6938,	243.9154
31.6939,	31.732,	215.1388
31.7321,	31.7409,	192.9969
31.741,	31.8818,	179.1557
31.8819,	33.2207,	201.0168
